འཕགས་པ་བློ་གྲོས་རྒྱ་མཚོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Questions of Sāgaramat
ལྟ་བ་དང་བཅས་པ་ལ་སྒྲུབ་པ་མ་མཆིས་སོ། ། ||| Having a view is not accomplishment.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་ཆོས་ཐམས་ཅད་གདེག་པ་མ་མཆིས་པ་དང་། གཞག་པ་མ་མཆིས་པས་ཆོས་གང་ལའང་མི་ལྟ་བ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| Blessed One, bodhisattvas who do not form views about any phenomenon because they do not take up or put down any phenomenon have authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་ཉི་མའི་སྙིང་པོས་གསོལ་པ། ||| The bodhisattva Suryagarbha said,
བཅོམ་ལྡན་འདས་གནས་པ་ནི་གཡོ་བ་ལགས་ཏེ། མི་གནས་པ་ལ་གཡོ་བ་མ་མཆིས་སོ། ། ||| “Blessed One, to exist is to move, and to not exist is to not move.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་གནས་པར་མི་བགྱིད་པ་དེ་ནི་མི་གཡོའོ། ། ||| Blessed One, a bodhisattva who does not exist, does not move.
གང་མི་གཡོ་བ་དེ་ཆོས་ཐམས་ཅད་ཀྱིས་མི་འཁྲུགས་ཏེ། ||| No phenomenon can disturb one who is unmoving.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| This is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་དཔའ་བོས་གསོལ་པ། ||| The bodhisattva Vīra said,
བཅོམ་ལྡན་འདས་འཇིག་རྟེན་ནི་སེམས་ཀྱིས་སྤྱོད་དོ། ། ||| “Blessed One, the mind acts upon the world.
བཅོམ་ལྡན་འདས་འཇིག་རྟེན་ནི་སེམས་ཀྱིས་རྒྱུག་གོ། ། ||| Blessed One, the mind hastens after the world.
རྗེས་སུ་རྒྱུག་གོ། ། ||| It chases after it.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་སེམས་ཐམས་ཅད་སེམས་མ་མཆིས་པར་གྱུར་པ་དེ་ནི་མི་སེམས་མི་རྟོག་སྟེ། ||| Blessed One, a bodhisattva for whom all facets of mind involve no mind does not think or conceptualize.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| This is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་མཐོང་དགས་གསོལ་པ། ||| The bodhisattva Priyadarśana said,
བཅོམ་ལྡན་འདས་ཚོར་བ་ཐམས་ཅད་ནི་དེ་བཞིན་གཤེགས་པས་སྡུག་བསྔལ་དུ་གསུངས་ཏེ། ||| “Blessed One, all feelings have been described by the Thus-Gone One as suffering.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་ཚོར་བ་ཐམས་ཅད་ཀྱི་རྒྱུན་བཀུམ་ནས་ཚོར་བ་མ་མཆིས་ཤིང་ལེན་པ་མ་མཆིས་ཀྱང་ཚོར་བ་འགོག་པ་ལ་ཡང་རིག་པར་མི་བགྱིད་ལ་སྙིང་རྗེ་ཆེན་པོས་སེམས་ཅན་ཐམས་ཅད་ཀྱང་ཡོངས་སུ་མི་གཏོང་བ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| Blessed One, any bodhisattva who ends the flow of all feelings, and thus has no feeling or acquisition, does not cognize a cessation of feeling, and out of great compassion does not abandon all beings, has authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་གླང་ཆེན་སྤོས་ཀྱི་བལ་གླང་གིས་གསོལ་པ། ||| The bodhisattva Incense Elephant said,
བཅོམ་ལྡན་འདས་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་དག་ནི་ཕུང་པོ་ལྔ་ལ་ལྟ་བས་གླགས་པར་གྱུར་པས་ཁུར་གྱིས་ནོན་པ་ལགས། ||| “Blessed One, ordinary childish beings observe and involve themselves with the five aggregates, and are thereby burdened by them.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་ཕུང་པོ་ལྔ་ཡོངས་སུ་འཚལ་བ་དང་ལྡན་ཏེ་ ||| Blessed One, bodhisattvas who have an understanding of the five aggregates will quickly cast them aside.
ཁུར་མྱུར་དུ་འདོར་བ་དེ་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་ཕུང་པོ་ལྔ་ལ་ལྟ་བས་གླགས་པར་གྱུར་པས་ཁུར་གྱིས་ནོན་པ་རྣམས་ཀྱི་ཁུར་སྤང་བའི་ཕྱིར་ཆོས་སྟོན་ཀྱང་ཆོས་ཐམས་ཅད་མ་སྐྱེས་ཤིང་མངོན་པར་གྲུབ་པ་མ་མཆིས་པས་ཆོས་གང་ལ་ཡང་ཡང་དག་པའི་འདུ་ཤེས་སུ་མི་འགྱུར་བ་ ||| They will teach the Dharma so that ordinary childish beings may relinquish the weight that burdens them due to observing and involving themselves with the five aggregates. Because all phenomena are unborn and unmanifest, they do not even form correct notions about any phenomena.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| This is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་འགྲོ་བ་འཛིན་གྱིས་གསོལ་པ། ||| The bodhisattva Caretaker of Beings said,
བཅོམ་ལྡན་འདས་ཡང་དག་པར་སྦྱོར་བའི་སྒྲུབ་པ་ལགས་ཀྱི་ཡ་ང་བའི་སྦྱོར་བའི་མ་ལགས་ཏེ། ||| “Blessed One, it is an accomplishment based on authentic practice, not mistaken practice.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔས་ཡང་དག་པའི་སྦྱོར་བ་ལ་བརྩོན་པར་བགྱིའོ། ། ||| Blessed One, bodhisattvas exert themselves in authentic practice.
དེ་ལ་ཡང་དག་པའི་སྦྱོར་བ་གང་ཞེ་ན། ||| What does authentic practice mean in this case?
འདི་ལྟ་སྟེ། ནམ་མཁའ་དང་མཉམ་པ་ཉིད་པས་གང་ཆོས་ཐམས་ཅད་མཉམ་པ་ཉིད་དུ་འཚལ་བ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| It is the understanding that all phenomena are sameness since they are the same as space. This is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་བརྟན་པས་གསོལ་པ། ||| The bodhisattva Steadfast Intelligence said,
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་ཐབས་དང་ཤེས་རབ་ཀྱི་ཡེ་ཤེས་ཀྱིས་མ་སྐྱེས་པ་ལས་ཀྱང་སྐྱེ། མ་བྱུང་བ་ལས་ཀྱང་འབྱུང་ཡང་སྐྱེ་བ་དང་འཇིག་པ་དང་གནས་པ་ལ་མི་གནས་པ་ ||| “Blessed One, bodhisattvas who allow for birth despite the unborn, and arising despite non-arising through their wisdom of skillful means and insight, are not involved in birth, destruction, or abiding.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| This is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་དཔལ་བརྩེགས་རྒྱལ་པོས་གསོལ་པ། ||| The bodhisattva King of Splendors said,
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་སེམས་ཅན་ཐམས་ཅད་རང་བཞིན་གྱིས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པར་ཡང་མཐོང་ལ་སྙིང་རྗེ་ཆེན་པོའི་གོ་ཆ་དེ་ཡང་མི་འདོར་ཞིང་རྩོལ་བ་ཡང་དོན་མཆིས་པར་མཐོང་བ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| “Blessed One, when bodhisattvas see all beings as being inherently beyond suffering, yet do not lose their armor of great compassion and still see effort as worthwhile, that is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་འོད་ཟེར་ཐོགས་པ་མེད་པས་གསོལ་པ། ||| The bodhisattva Unimpeded Light said,
བཅོམ་ལྡན་འདས་རྒྱུ་བའི་གནས་ཇི་ཙམ་པ་དེ་ཙམ་དུ་བདུད་ཀྱི་ལས་སོ། ། ||| “Blessed One, māras are active to the degree that one vacillates.
ཅི་ཙམ་དུ་བདུད་ཀྱི་ལས་ལགས་པ་དེ་ཙམ་དུ་སྒྲུབ་པ་མ་མཆིས་ཏེ། ||| When the māras are active, there is no accomplishment.
བཅོམ་ལྡན་འདས་རྒྱུ་བ་མ་མཆིས་པའི་གནས་ལ་གནས་པ་ལ་ནི་བདུད་ཀྱིས་གླགས་མི་རྙེད་དེ། ||| Blessed One, being consistent in not vacillating gives māras no chance.
བདུད་ཀྱི་ལམ་ལས་ཤིན་ཏུ་འདས་པའི་བྱང་ཆུབ་སེམས་དཔའ་ནི་སྒྲུབ་པ་ཡང་དག་པ་ལ་གནས་པ་ཞེས་བགྱིའོ། ། ||| Such a bodhisattva who has transcended the paths of māras is said to have authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་བརྩོན་འགྲུས་འབར་གྱིས་གསོལ་པ། ||| The bodhisattva Dīptavīrya said,
བཅོམ་ལྡན་འདས་གང་དག་ཆོས་འགའ་ཞིག་ཡོངས་སུ་འགྲུབ་པར་འཚལ་བ་དེ་དག་གི་འབད་པ་དོན་མ་མཆིས་པ་ལགས་སོ། ། ||| “Blessed One, the efforts of those who think that any phenomenon is truly real are pointless.
བཅོམ་ལྡན་འདས་ཆོས་ཐམས་ཅད་ཡོངས་སུ་གྲུབ་པ་མ་མཆིས་པར་ཡང་འདིར་འཚལ་ལ་འཚལ་བ་གང་ལགས་པས་ཀྱང་རློམ་སེམས་སུ་མི་བགྱིད་པ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| Blessed One, understanding the fact that no phenomenon is truly real prevents conceptual mind. This is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་ངན་སྤོང་གིས་གསོལ་པ། ||| The bodhisattva Bhṛgu said,
བཅོམ་ལྡན་འདས་གང་དག་འགྱུར་བ་དང་རྣམ་པར་རྟོག་པ་ལ་སྤྱོད་པ་དེ་དག་ལ་སྒྲུབ་པ་ག་ལ་མཆིས། ||| “Blessed One, how could indulging in change and concepts be accomplishment?
བཅོམ་ལྡན་འདས་འགྱུར་བ་མ་མཆིས་པ་དང་རྟོག་པ་མ་མཆིས་པ་ནི་སྒྲུབ་པ་སྟེ། ||| Blessed One, accomplishment is unchanging and nonconceptual.
གང་འགྱུར་བ་མ་མཆིས་པ་དང་རྣམ་པར་རྟོག་པ་མ་མཆིས་པ་ནི་སེམས་ཅན་གྱི་སེམས་ཀྱི་རང་བཞིན་ལགས་སོ། ། ||| The nature of mind of beings is unchanging and nonconceptual.
སེམས་ཀྱི་རང་བཞིན་ཡོངས་སུ་འཚལ་བ་དང་ལྡན་པ་ནི་སྒྲུབ་པ་ཡང་དག་པ་ལ་གནས་པ་ཞེས་བགྱིའོ། ། ||| Understanding the nature of mind is said to be authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་བསམ་པ་ལེགས་པར་སེམས་ཀྱིས་གསོལ་པ། ||| The bodhisattva Thinker of Good Thoughts said,
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔས་ནི་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སེམས་ཀྱི་རྗེས་སུ་འཇུག་པར་བགྱི་སྟེ། ||| “Blessed One, bodhisattvas know the minds of all beings.
གང་འདིར་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སེམས་རྣམས་ཀྱང་སེམས་མ་ལགས་པར་སེམས་འཚལ་བ་ལ་འཇུག་པ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| They understand that the minds of all beings are not mind. That understanding of mind is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་ཞི་བའི་བློ་གྲོས་ཀྱིས་གསོལ་པ། ||| The bodhisattva Śāntamati said,
བཅོམ་ལྡན་འདས་ཉེ་བར་ཞི་བ་ནི་སྒྲུབ་པ་ལགས་ཏེ། ||| “Blessed One, peace is accomplishment.
མ་ཞི་བ་ལ་ནི་སྒྲུབ་པ་མ་མཆིས་སོ། ། ||| What is not peace is not accomplishment.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་སེམས་ཀྱི་དམིགས་པ་ཐམས་ཅད་ལས་ཞི་བ་དང་རབ་ཏུ་ཞི་བ་དང་། ཉེ་བར་ཞི་བ་དེ་རྟོག་པ་དང་སྤོང་བར་མི་བགྱིད་དེ་རྟོག་པ་དང་སྤོང་བ་དང་བྲལ་བ་མཉམ་པ་ཉིད་དུ་རྟོགས་པ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| Blessed One, bodhisattvas should pacify, calm down, and eliminate all mental apprehension, and not conceptualize or abandon anything. That realization—that the absence of concepts and abandonment is the same—is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་དེད་དཔོན་བཟང་པོས་གསོལ་པ། ||| The bodhisattva Susārthavāha said,
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་དགེ་བའི་རྩ་བས་བརྟན་པ་ནི་སྒྲུབ་པ་ཐོབ་པར་བགྱིད་པ་ལགས་ཏེ། དགེ་བའི་རྩ་བས་མ་བརྟན་པ་ནི་མ་ལགས་སོ། ། ||| “Blessed One, when bodhisattvas are grounded in roots of virtue they gain accomplishment, but not when they are not grounded in roots of virtue.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་བསོད་ནམས་ཀྱི་ཚོགས་ཀྱིས་ཀྱང་བརྟན་ཡེ་ཤེས་ཀྱི་ཚོགས་ཀྱིས་ཀྱང་བརྟན་ཏེ། ||| Blessed One, bodhisattvas should be grounded in the accumulation of merit and grounded in the accumulation of wisdom.
བསོད་ནམས་མཉམ་པ་ཉིད་བས་ཡེ་ཤེས་མཉམ་པ་ཉིད་ཡེ་ཤེས་མཉམ་པ་ཉིད་པས་བསོད་ནམས་མཉམ་པ་ཉིད། ||| Through the sameness of merit they understand the sameness of wisdom. Through the sameness of wisdom they understand the sameness of merit.
བསོད་ནམས་དང་ཡེ་ཤེས་མཉམ་པ་ཉིད་པས་བྱང་ཆུབ་མཉམ་པ་ཉིད། བྱང་ཆུབ་མཉམ་པ་ཉིད་པས་ཆོས་ཐམས་ཅད་མཉམ་པ་ཉིད་དུ་ཁོང་དུ་ཆུད་པ་ ||| Through the sameness of merit and wisdom they understand the sameness of awakening. Through the sameness of awakening they understand the sameness of all phenomena.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| That is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་དུས་དཔོག་རྒྱལ་པོས་གསོལ་པ། ||| The bodhisattva King of Seers said,
བཅོམ་ལྡན་འདས་ཆོས་ཐམས་ཅད་དབྱེར་མ་མཆིས་པ་ནི་སྒྲུབ་པ་ལགས་ཏེ། ||| “Blessed One, the inseparability of all phenomena is authentic accomplishment.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་ཆོས་ཐམས་ཅད་ཆོས་ཀྱི་དབྱིངས་སུ་ཡང་དག་པར་འདུ་བར་འཚལ་ནས་ཆོས་གང་ཡང་འབྱེད་པར་ཡང་མི་བགྱིད། སྦྱོར་བར་ཡང་མི་བགྱིད་པ་ ||| Blessed One, when bodhisattvas know that all phenomena are subsumed within the realm of phenomena, they should neither attempt to divide them, nor join them together.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| That is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་དོན་ལེགས་སེམས་ཀྱིས་གསོལ་པ། ||| The bodhisattva Meaningful Contemplative said,
བཅོམ་ལྡན་འདས་དོན་ལ་རྟོན་པ་ལགས་ཀྱི་ཚིག་འབྲུ་ལ་མ་ལགས་ཏེ། ||| “Blessed One, one should rely on the meaning rather than the words.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་དོན་གྱི་རྗེས་སུ་ཞུགས་པའི་བློས་ཆོས་ཀྱི་ཕུང་པོ་བརྒྱད་ཁྲི་བཞི་སྟོང་ཀུན་ཏུ་འཛིན་པ་དང་སྟོན་པར་བགྱིད་ཀྱང་ཡང་དག་པའི་དོན་བརྗོད་དུ་མ་མཆིས་པ་དེ་ལས་ཀྱང་མི་གཡོ་བ་ ||| Blessed One, bodhisattvas should retain and teach the 84,000 sections of the Dharma with a mind that knows the meaning and thus does not diverge from the inexpressible true meaning.
འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| That is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་རྣམ་པར་དག་པས་གསོལ་པ། ||| The bodhisattva Pure Intellect said,
བཅོམ་ལྡན་འདས་ལྷག་པའི་བསམ་པ་ནི་སྒྲུབ་པ་ལགས་ཏེ། ||| “Blessed One, altruism is accomplishment.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་ལྷག་པའི་བསམ་པ་ལ་ཞུགས་པ་དེ་ནི་སྐད་དང་ཚིག་དང་བརྗོད་པ་ལྷུར་ལེན་པ་མ་ལགས་ཀྱི་དེ་ ||| Blessed One, when bodhisattvas develop altruism, they do not obsess over language, words, and expression.
ནི་ཡང་དག་པའི་སྒྲུབ་པ་ཚོལ་བ་ལགས་ཏེ། ||| That is seeking authentic accomplishment.
ཇི་ལྟར་འགྲོ་བ་དང་འོང་བ་ཡང་དག་པར་རྗེས་སུ་མི་མཐོང་བ་དེ་ལྟར་ཚོལ་བ་འདི་ནི་དེའི་སྒྲུབ་པ་ཡང་དག་པ་ལགས་སོ། ། ||| Such effort that does not observe any coming or going is authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་ཤིན་ཏུ་དྲི་མེད་སེམས་པས་གསོལ་པ། ||| The bodhisattva Perfectly Immaculate Being said,
བཅོམ་ལྡན་འདས་འདི་ལྟ་སྟེ་དཔེར་ན། གོས་དྲི་མ་ཅན་བཀྲུ་བར་བགྱིའི་དྲི་མ་མ་མཆིས་པ་ནི་མ་ལགས་སོ། ། ||| “Blessed One, to draw an analogy, stains do not remain when they have been washed from dirty cloth.
བཅོམ་ལྡན་འདས་དེ་བཞིན་དུ་སེམས་ཡོངས་སུ་མ་དག་པ་ནི་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་སོ་སོར་རྟོག་པས་ཡོངས་སུ་སྦྱང་བར་བགྱིའོ། ། ||| Blessed One, likewise, the impurity of mind is refined by accurate analysis.
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་གི་སེམས་དང་ཡིད་ལ་ཉོན་མོངས་པ་དང་། ཉེ་བའི་ཉོན་མོངས་པ་ཐམས་ཅད་མི་འཇུག་པ་དེ་དག་པའོ། ། ||| Blessed One, purification is when a bodhisattva does not get involved in the primary and secondary afflictions of mind and cognition.
དག་པ་གང་ལགས་པ་དེ་སྒྲུབ་པ་ཡང་དག་པ་ལ་གནས་པ་ཞེས་བགྱིའོ། ། ||| Purity is said to be present in authentic accomplishment.”
བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་རྒྱ་མཚོས་གསོལ་པ། ||| The bodhisattva Sāgaramati said,
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་དགེ་བའི་བཤེས་གཉེན་གྱིས་ཡོངས་སུ་ཟིན་པ་འདི་ནི་ཚེགས་ཆུང་ངུས་སྒྲུབ་པ་ཡང་དག་པ་འཕགས་པ་ཐོབ་པར་འགྱུར་རོ། ། ||| “Blessed One, bodhisattvas who have been accepted by a virtuous spiritual friend gain authentic and noble accomplishment with little difficulty.
དེ་ཅིའི་སླད་དུ་ཞེ་ན། ||| Why is this?
བཅོམ་ལྡན་འདས་བྱང་ཆུབ་སེམས་དཔའ་གང་དག་ལ་གནས་ཤིང་བདུད་ཀྱི་ལྕགས་ཀྱུ་ལས་མི་འདའ་བ་དེ་དག་ཐམས་ཅད་ནི་སྡིག་པའི་གྲོགས་པོས་ཡོངས་སུ་ཟིན་པ་ལགས་སོ། ། ||| Blessed One, if bodhisattvas have not escaped the hooks of Māra, they have been accepted by an evil spiritual friend.
གང་དག་བདུད་ཀྱི་ལྕགས་ཀྱུ་ལས་ཤིན་ཏུ་འདའ་བ་དེ་དག་ཐམས་ཅད་ནི་དགེ་བའི་བཤེས་གཉེན་གྱིས་ཡོངས་སུ་ཟིན་པ་ལགས་སོ། ། ||| Anyone who has escaped the hooks of Māra has been accepted by a virtuous spiritual friend.
བཅོམ་ལྡན་འདས་དེ་ལྟ་བས་ན་བྱང་ཆུབ་སེམས་དཔའ་བདུད་ཀྱི་ལྕགས་ཀྱུ་ལས་ཤིན་ཏུ་འདའ་བར་འཚལ་བས་དགེ་བའི་བཤེས་གཉེན་རྣམས་ལ་བསྙེན་པར་བགྱི། །བསྟེན་པར་བགྱི། བསྙེན་བཀུར་བགྱིའོ། ། ||| Thus, Blessed One, bodhisattvas escape the hooks of Māra by attending to, relying upon, and serving spiritual friends.
དགེ་བའི་བཤེས་གཉེན་གྱིས་ཡོངས་སུ་ཟིན་པའི་བྱང་ཆུབ་སེམས་དཔའ་ནི་ཚེགས་ཆུང་ངུས་སྒྲུབ་པ་ཡང་དག་པར་འཕགས་པ་ཐོབ་པར་འགྱུར་རོ། ། ||| Bodhisattvas who have been accepted by a spiritual friend gain authentic and noble accomplishment with little difficulty.”
དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་བྱང་ཆུབ་སེམས་དཔའ་བློ་གྲོས་རྒྱ་མཚོ་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ། ། ||| Then the Blessed One asked the bodhisattva Sāgaramati,
བློ་གྲོས་རྒྱ་མཚོ་ཁྱོད་ཀྱིས་བདུད་ཀྱི་ལྕགས་ཀྱུ་རྣམས་ཤེས་སམ། ||| “Sāgaramati, do you know the hooks of Māra?”
གསོལ་པ། བཅོམ་ལྡན་འདས་བདག་གིས་བདུད་ཀྱི་ལྕགས་ཀྱུ་རྣམས་འཚལ་ཏོ། ། ||| “Blessed One,” replied Sāgaramati, “I know the hooks of Māra.”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ||| The Blessed One said,
བློ་གྲོས་རྒྱ་མཚོ་གང་ཐོས་པས་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཤིན་ཏུ་འདའ་བར་འགྱུར་ཞིང་བདུད་དང་ཕྱིར་རྒོལ་བ་ཆོམས་ཏེ་མྱུར་དུ་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་མངོན་པར་རྫོགས་པར་འཚང་རྒྱ་བར་འགྱུར་བར་ཁྱོད་བདུད་ཀྱི་ལྕགས་ཀྱུ་བསྟན་པ་ལ་རྩོམ་སྟེ་ ||| “Sāgaramati, it is through hearing that bodhisattvas go beyond, defeat māras and obstructers, and swiftly and fully awaken to unsurpassed and perfect buddhahood. Therefore, please teach, starting with a teaching on the hooks of Māra.”
སྤོབས་པར་གྱིས་ཤིག །བློ་གྲོས་རྒྱ་མཚོས་གསོལ་པ། བཅོམ་ལྡན་འདས་འདི་ལྟ་སྟེ། སངས་རྒྱས་ཀྱི་མཐུས་བདག་གིས་བདུད་ཀྱི་ལྕགས་ཀྱུ་བཤད་པར་བགྱིའོ། ། ||| “Blessed One,” replied Sāgaramati, “through the power of the Buddha, I will explain the hooks of Māra.
བདུད་ཀྱི་ལྕགས་ཀྱུ་རྣམས་གང་ཞེ་ན། ||| What are the hooks of Māra?
བཅོམ་ལྡན་འདས་བདུད་ཀྱི་ལྕགས་ཀྱུ་ནི་བཅུ་གཉིས་པོ་འདི་དག་སྟེ། ||| Blessed One, there are twelve hooks of Māra.
བཅུ་གཉིས་གང་ཞེ་ན། ||| What are these twelve?
བཅོམ་ལྡན་འདས་འདི་ལ་བྱང་ཆུབ་སེམས་དཔའ་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལ་སྤྱོད་པ་ནི་མི་ཕངས་པའི་དངོས་པོ་ཡོངས་སུ་བཏང་བའི་སེམས་འཇུག་གི་ཕངས་པའི་དངོས་པོ་ཡོངས་སུ་བཏང་བའི་སེམས་མི་འཇུག་པ་དང་། ||| “Blessed One, for those who are practicing the bodhisattva’s perfection of generosity, there are some who apply the intention to give things that are easy to give, but do not apply it to giving things that are hard to give.
སེམས་ཅན་གང་དག་དེ་ལ་དགའ་བར་གྱུར་པ་དེ་དག་ལ་ནི་སྦྱིན་པར་བགྱིད་སེམས་ཅན་གང་དག་དགའ་བར་མ་གྱུར་པ་དེ་དག་ལ་ནི་སྦྱིན་པར་མི་བགྱིད་ཅིང་དེས་དངོས་པོ་ཐ་དད་དུ་བགྱིད་སེམས་ཅན་ཐ་དད་དུ་བགྱིད་ན། ||| They give to beings that they like, but avoid giving to beings that they do not like, and they make distinctions about things and beings.
བཅོམ་ལྡན་འདས་འདི་ནི་བྱང་ཆུབ་སེམས་དཔའི་སྦྱིན་པ་དང་རབ་ཏུ་ལྡན་པའི་བདུད་ཀྱི་ལྕགས་ཀྱུ་སྟེ་དང་པོའོ། ། ||| That, Blessed One, is the first hook of Māra, related to a bodhisattva’s generosity.
བཅོམ་ལྡན་འདས་གཞན་ཡང་བྱང་ཆུབ་སེམས་དཔའ་ཚུལ་ཁྲིམས་དང་ལྡན་ཞིང་དགེ་བའི་ཆོས་ཅན་དུ་གྱུར་ཏེ། སོ་སོར་ཐར་པའི་སྡོམ་པས་བསྡམས། ཆོ་ག་དང་སྤྱོད་ཡུལ་ཕུན་སུམ་ཚོགས། ཁ་ན་མ་ཐོ་བ་ཕྲ་རགས་ལ་ཡང་འཇིགས་པར་ལྟ། འཚོ་བ་ཡོངས་སུ་དག །བསླབ་པའི་གནས་ཡང་དག་པར་བླངས་པ་རྣམས་ལ་སློབ་སྟེ། ||| “Blessed One, for bodhisattvas who have discipline and possess the quality of virtue, hold to the vows of individual liberation, maintain perfect rituals and activities, look at even subtle evils with fear, maintain a pure livelihood, and attend to the bases of training, there are some who attend to, rely upon, and serve disciplined monks and priests while being angry;
དེ་ཚུལ་ཁྲིམས་དང་ལྡན་པའི་དགེ་སློང་དང་བྲམ་ཟེ་ལ་བསྙེན་ཅིང་སྟེན་ལ་བསྙེན་བཀུར་བགྱིད་དེ་ཚུལ་ཁྲིམས་འཆལ་པའི་སེམས་ཅན་རྣམས་ལ་ཁྲོ་བ་དང་སྡང་བ་དང་ཞེ་འགྲས་པར་བགྱིད་ཅིང་ཚུལ་ཁྲིམས་དེ་ཉིད་ཀྱིས་བདག་ལ་སྟོད་དེ་གཞན་ལ་སྨོད་ན། ||| who are resentful, and aggressive with poorly disciplined beings; and who praise themselves for their discipline and slander others.
