འཕགས་པ་བསྐལ་པ་བཟང་པོ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Good Eon
མི་ཚེ་ལོ་གྲངས་བདུན་ཁྲི་སུམ་སྟོང་ཡིན། ། ||| The lifespan of humans will be seventy-three thousand years,
ཡོངས་སུ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག ། ||| And after the teacher has attained nirvāṇa his sacred Dharma
ལོ་གྲངས་བདུན་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| Will remain for seventy thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །དཔག་ཚད་བདུན་པ་ཏོག་མཆོག་བླ་རེར་ལྡན། ། ||| “The relics of this victor will reside in a single stūpa Measuring seven leagues and adorned with supreme crests and canopies.
བདེ་བར་གཤེགས་པ་ལྷ་ཡི་དབང་པོ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་དབང་པོས་བརྒྱན་ཞེས་བྱ། ། ||| The well-gone Deveśvara will be born In a place called Adorned with the Ruler.
རྒྱལ་བའི་རིགས་ནི་རྒྱལ་རིགས་འོད་ཀྱི་ཚད། །དཔག་ཚད་བཅུ་ཡོད་ཡབ་ནི་དབང་ཆེན་ཡིན། །དགེ་དབང་བློ་གྲོས་རྒྱལ་ཡུམ་སྲས་པོ་ནི། །ཚིག་ལེན་ནོར་ཀུན་བཟང་པོ་རིམ་གྲོ་པ། ། ||| “His family will be kṣatriya, And his light will extend ten leagues. Great Rule will be his father, and Intelligence of Virtuous Rule will be this victor’s mother. Recollecting the Words will be his son and Excellence of Universal Wealth his attendant.
དབང་པོའི་རྒྱལ་མཚན་ཏོག་ནི་བློ་ཅན་ཏེ། ། ||| “Crested Ruler Banner will be the one of intelligence
བག་ཡོད་རྣམ་པར་གྲགས་པ་རྫུ་འཕྲུལ་ཅན། ། ||| And Renowned Carefulness the one of miracles.
འདུས་པ་ལན་གྲངས་སུམ་ཅུ་གཉིས་ཀུན་ལའང་། །འཆིང་དང་དྲ་བ་འདོར་བར་བྱེད་པ་པོ། །བྱེ་བ་ཕྲག་ནི་ཉི་ཤུ་བཞི་བཞི་ཡོད། ། ||| There will be thirty-two consecutive congregations, Each of them gathering two hundred forty million “Who discard the bonds and nets.
མི་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་སུམ་སྟོང་ཡིན། ། ||| The lifespan of humans will be twenty-three thousand years,
འཇིག་རྟེན་མཁྱེན་པ་མྱ་ངན་འདས་ནས་ཀྱང་། །དམ་ཆོས་ལོ་གྲངས་སུམ་ཁྲི་དྲུག་སྟོང་གནས། ། ||| And after this knower of the world has attained nirvāṇa His sacred Dharma will remain for thirty-six thousand years.
མཆོད་རྟེན་དཔག་ཚད་བརྒྱད་པ་འབྱུང་འགྱུར་ཏེ། །རིན་ཆེན་བརྒྱ་ཡི་དྲ་བས་རྣམ་པར་སྤྲས། ། ||| “His stūpa will measure eight leagues And be decorated with nets of hundreds of jewels.
མི་ཡི་འདྲེན་པ་དབྱངས་དག་སྙན་པ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་དབྱངས་ཀྱི་ཡན་ལག་ཡིན། ། ||| The guide of humans, Mañjughoṣa, will be born In a place called Melody Factors.
རྒྱལ་བའི་རིགས་ནི་རྒྱལ་རིགས་འོད་ཀྱི་ཚད། །དཔག་ཚད་བརྒྱ་ཡོད་ཡབ་ནི་དབྱངས་སྙན་ཡིན། །གདངས་སྙན་མ་ནི་རྒྱལ་ཡུམ་སྲས་པོ་ནི། །མཆོག་མ་ཤིན་ཏུ་རྒྱལ་དཀའ་རིམ་གྲོ་པ། ། ||| “His family will be kṣatriya, And his light will extend one hundred leagues. Delightful Melody will be his father, and Delightful Tones will be this victor’s mother. Supreme will be his son and Extremely Hard to Conquer his attendant.
ཡོན་ཏན་གྲགས་པའི་དབང་ཕྱུག་བློ་ཅན་ཏེ། ། ||| “Master of Famed Qualities will be the one of intelligence
འཇིག་རྟེན་དག་གིས་མི་འཇིགས་རྫུ་འཕྲུལ་ཅན། ། ||| And No Fear of the World the one of miracles.
འདུས་པ་ལན་གྲངས་བདུན་ཅུ་དྲུག་ཀུན་ལའང་། །རིགས་ནི་འོད་ལྡན་ལུང་ནི་མཚུངས་པ་པོ། །བྱེ་བ་ཕྲག་ནི་དགུ་བཅུ་དགུ་དགུ་ཡོད། ། ||| There will be seventy-six consecutive congregations, Each of them gathering nine hundred ninety million “Whose family will be illustrious, just as their teaching will be.
མི་ཚེ་ལོ་གྲངས་དག་ནི་དྲུག་ཁྲི་ཡིན། ། ||| The lifespan of humans will be sixty thousand years,
དངོས་པོ་མེད་པར་ཕྱིན་པའི་དམ་ཆོས་དག ། ||| And the sacred Dharma of the one who has transcended entities
ལོ་གྲངས་བདུན་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| Will remain for seventy thousand years.
མི་མཆོག་མྱ་ངན་འདས་ནས་སྐུ་གདུང་ནི། །མཆོད་རྟེན་དཔག་ཚད་སུམ་ཅུ་པ་གཅིག་འབྱུང་། ། ||| “After this supreme human has attained nirvāṇa His relics will reside in a single stūpa measuring thirty leagues.
དེ་བཞིན་གཤེགས་པ་ངོས་བཟངས་སྐྱེ་བ་ཡི། །ཡུལ་ནི་གཟི་བརྗིད་སྣང་བར་བྱེད་ཅེས་བྱ། ། ||| The thus-gone Supārśva will be born In a place called Illuminating Splendor.
རིགས་ནི་བྲམ་ཟེ་ཡིན་ཏེ་འོད་དཔག་ཚད། །ཉི་ཤུ་རྩ་གཉིས་ཡབ་ནི་ལྷ་བཟང་ཡིན། །རིལ་བ་སྟོབས་བརྟན་རྒྱལ་ཡུམ་སྲས་པོ་ནི། །དཀའ་ཐུབ་ཆེན་པོ་མཐོང་ལྡན་རིམ་གྲོ་པ། ། ||| “His family will be brahmin, And his light will extend twenty-two leagues. Divine Excellence will be his father, and Vessel of Firm Strength will be this victor’s mother. Great Austerities will be his son and Endowed with Vision his attendant.
ཕྱོགས་རྣམས་རྣམ་པར་ལྟ་བ་མཁས་པ་སྟེ། ། ||| “Viewing the Positions will be the scholar
འཇིག་རྟེན་སྒྲོན་མ་འབྱིན་པ་རྫུ་འཕྲུལ་ཅན། ། ||| And Gift of the Lamp of the World the one of miracles.
འདུས་པ་ལན་གྲངས་བདུན་ཅུ་ཀུན་ལ་ཡང་། །དྲི་གསུམ་དྲི་མེད་ཐེར་འབུམ་ཐེར་འབུམ་ཡོད། ། ||| There will be seventy consecutive congregations, Each of them gathering one billion “Who are free from the three stains.
མི་རྣམས་དག་གི་ཚེ་ཡི་ཚད་དག་ཀྱང་། །ལོ་གྲངས་བདུན་ཁྲི་སུམ་སྟོང་ཐམ་པ་ཡིན། ། ||| The lifespan of humans will be seventy-three thousand years,
ཡོངས་སུ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག །ལོ་གྲངས་བདུན་ཁྲི་ཚང་བའི་བར་དུ་གནས། ། ||| And after this teacher has attained parinirvāṇa His sacred Dharma will remain complete for seventy thousand years.
རྒྱལ་བའི་སྐུ་གདུང་དག་ནི་རྒྱས་འགྱུར་ལ། །ལྷ་མི་དག་གིས་བསྟོད་ཅིང་མཆོད་པར་འགྱུར། ། ||| “The relics of this victor will be abundant, Praised and worshiped by gods and humans.
མི་ཡི་འདྲེན་པ་དོན་ལ་གནས་པ་ཡི། །སྐྱེ་ཡུལ་དོན་སྟོན་བློ་གྲོས་ཞེས་ཀྱང་བྱ། ། ||| The guide of humans Sthitārtha will be born In a place called Intelligence That Reveals the Meaning.
རྒྱལ་བའི་རིགས་ནི་རྒྱལ་རིགས་འོད་ཀྱི་ཚད། །དཔག་ཚད་ལྔ་ཡོད་ཡབ་ནི་དོན་བྱས་ཡིན། །དོན་སྒྲ་ཞེས་ནི་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| “His family will be kṣatriya, And his light will extend five leagues. Meaning Accomplished will be his father, and Meaningful Speech will be this victor’s mother.
སྲས་པོ་མཆོག་མ་འགྲོས་ལྡན་རིམ་གྲོ་པ། ། ||| Supreme will be his son and Endowed with the Mode his attendant.
འགྲོ་དོན་སྐྱོང་ཞེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| “Accomplishing the Objectives of Wandering Beings will be the scholar
འཇིག་རྟེན་སྒྲོན་མ་འབྱིན་པ་རྫུ་འཕྲུལ་ཅན། ། ||| And Gift of the Lamp of the World the one of miracles.
འདུས་པ་ལན་གྲངས་སུམ་ཅུ་དྲུག་ཀུན་ལའང་། །དགྲ་བཅོམ་ངར་མི་འཛིན་པ་སྡིག་སྦྱངས་པ། །ལེགས་གནས་དེ་དག་ཐེར་འབུམ་ཐེར་འབུམ་ཡོད། ། ||| There will be thirty-six consecutive congregations, Each of them gathering one billion worthy ones “Who abide in excellence, free from grasping an ‘I’ and with unwholesomeness purified.
མི་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་ཉིས་སྟོང་ཡིན། ། ||| The lifespan of humans will be twenty-two thousand years,
རྒྱལ་བ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག །ལོ་གྲངས་སུམ་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| And after this victor has attained nirvāṇa His sacred Dharma will remain complete for thirty thousand years.
རྒྱལ་བའི་སྐུ་གདུང་དག་ནི་རྒྱས་འགྱུར་ལ། །མཆོད་རྟེན་འབུམ་ཕྲག་སྙེད་ཀྱིས་བརྒྱན་པར་འགྱུར། ། ||| “The relics of this victor will be abundant, Adorned with hundreds of thousands of stūpas.
དེ་བཞིན་གཤེགས་པ་ཡོན་ཏན་གཟི་བརྗིད་དཔལ། །སྐྱེ་ཡུལ་ཡོན་ཏན་ཐམས་ཅད་འབྱུང་ཞེས་བྱ། ། ||| The thus-gone Guṇatejas will be born In a place called Source of All Excellent Qualities.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་དཔག་ཚད། །ཉི་ཤུ་རྩ་བཞི་ཡབ་ནི་གཟུགས་བཟང་ཡིན། །གཟི་བརྗིད་འོད་ནི་རྒྱལ་ཡུམ་སྲས་པོ་ནི། །གཟི་བྱིན་ཡོན་ཏན་གཟི་བརྗིད་རིམ་གྲོ་པ། ། ||| “His family will be kṣatriya, And his light will extend twenty-four leagues. Excellent Form will be his father, and Splendid Light will be this victor’s mother. Splendid Gift will be his son and Qualities of Splendor his attendant.
ཕྱོགས་མཆོད་པ་ཞེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| “Universal Worship will be the scholar
བདུད་རབ་འཇོམས་ཞེས་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Defeater of the Māras the one of miracles.
འདུས་པ་ལན་གྲངས་སུམ་ཅུ་དྲུག་ཀུན་ལའང་། །དགྲ་བཅོམ་བྱེ་བ་བཅུ་དྲུག་བཅུ་དྲུག་ཡོད། ། ||| There will be thirty-six consecutive congregations, Each of them gathering one hundred sixty million worthy ones.
མི་རྣམས་དག་གི་ཚེ་ཡི་ཚད་དག་ཀྱང་། །ལོ་གྲངས་ཉི་ཁྲི་བདུན་སྟོང་ཐམ་པ་ཡིན། ། ||| “The lifespan of humans Will be twenty-seven thousand years,
རྒྱལ་བ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག །ལོ་གྲངས་སུམ་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| And after this victor has attained nirvāṇa His sacred Dharma will remain complete for thirty thousand years.
རྒྱལ་བའི་སྐུ་གདུང་དག་ནི་རྒྱས་འགྱུར་ལ། །པད་མ་འབུམ་ཕྲག་སྙེད་ཀྱིས་བརྒྱན་པར་འགྱུར། ། ||| “The relics of this victor will be abundant, Adorned with hundreds of thousands of stūpas.
དེ་བཞིན་གཤེགས་པ་མཁྱེན་ལྡན་ཟླ་མེད་པ། །སྐྱེ་ཡུལ་ཤེས་ལྡན་སྣང་བར་བྱེད་ཅེས་བྱ། ། ||| The thus-gone Anuttarajñānin will be born In a place called Illuminating Possession of Knowledge.
རིགས་ནི་བྲམ་ཟེ་ཡིན་ཏེ་འོད་དཔག་ཚད། །བདུན་ཅུ་རྩ་གསུམ་མཆོད་སྦྱིན་བཟང་པོ་ཡབ། །ཡེ་ཤེས་ཅན་ནི་རྒྱལ་ཡུམ་ཤེས་ལྡན་བྱིན། །སྲས་ཡིན་ལེགས་པའི་མཆོད་སྦྱིན་རིམ་གྲོ་པ། ། ||| “His family will be brahmin, And his light will extend seventy-three leagues. Excellent Gift of Worship will be his father, and Endowed with Wisdom will be this victor’s mother. Endowed with Knowledge will be his son and Excellent Sacrifice his attendant.
ཡེ་ཤེས་དབང་ཕྱུག་ཅེས་བྱ་མཁས་པ་སྟེ། ། ||| “Master of Wisdom will be the scholar
ཆགས་མེད་རྣམ་པར་གྲོལ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Liberation without Attachment the one of miracles.
འདུས་པ་ལན་གྲངས་ཉི་ཤུ་གཉིས་ཀུན་ལའང་། །སྲེད་ཕྱོགས་དྲི་མ་དག་དང་བྲལ་བ་པོ། །བྱེ་བ་ཕྲག་ནི་ཉི་ཤུ་གཉིས་གཉིས་ཡོད། ། ||| There will be twenty-two consecutive congregations, Each of them gathering two hundred twenty million “Who are free from the stains associated with craving.
མི་ཚེ་ལོ་གྲངས་དག་ནི་སྟོང་ཡང་ཡིན། ། ||| The lifespan of humans will be one thousand years,
དམ་ཆོས་ལོ་གྲངས་བདུན་ཁྲི་དྲུག་སྟོང་གནས། ། ||| And the sacred Dharma will remain for seventy-six thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་དཔག་ཚད་གྲངས། །བཅུ་གསུམ་པ་སྟེ་གཅིག་ཅིག་འབྱུང་འགྱུར་ལ། །གསེར་གྱི་བླ་རེ་བརྒྱ་ཕྲག་སྙེད་ཀྱིས་བརྒྱན། ། ||| The single relic of this victor will reside in a stūpa “That is thirteen leagues large And adorned with hundreds of golden canopies.
དེ་བཞིན་གཤེགས་པ་ང་རོ་དཔག་མེད་ཀྱི། །སྐྱེ་བའི་ཡུལ་ནི་རྟ་སྐད་དབྱངས་ཞེས་བྱ། ། ||| The thus-gone Amitasvara will be born In a place called Melodious Neighing.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་ཉི་ཤུ་ཡབ་ནི་དབྱངས་སྙན་ཡིན། །ཤེས་ལྡན་དབྱངས་ནི་ཡུམ་ཡིན་སྲས་པོ་ནི། །བྱེ་བརྒྱད་པ་ཡིན་སྙན་ལྡན་རིམ་གྲོ་པ། ། ||| “His family will be kṣatriya, And his light will extend twenty leagues. Delightful Melody will be his father, and Melody of Knowledge will be this victor’s mother. Eightieth Million will be his son and Melodious his attendant.
གདངས་སྙན་པ་ཞེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| “Delightful Tones will be the scholar
བདུད་རྣམས་རྣམ་པར་འཇིག་པ་རྫུ་འཕྲུལ་ཅན། ། ||| And Destroyer of the Māras the one of miracles.
འདུས་པ་ལན་གྲངས་བརྒྱད་ཅུ་ཀུན་ལ་ཡང་། །ཐུབ་པའི་དགྲ་བཅོམ་ཡེ་ཤེས་མཆོག་ལྡན་པ། །ཐེར་འབུམ་ཐེར་འབུམ་དག་ནི་འདུས་པར་འགྱུར། ། ||| There will be eighty consecutive congregations, Each of them gathering one billion of the able one’s worthy ones “Who are endowed with supreme wisdom.
མི་ཚེ་ལོ་གྲངས་དགུ་ཁྲི་བཞི་སྟོང་ཡིན། ། ||| The lifespan of humans will be ninety-four thousand years,
ཡོངས་སུ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག །ལོ་གྲངས་དགུ་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| And after this teacher has attained parinirvāṇa His sacred Dharma will remain for ninety thousand years.
རྒྱལ་བའི་སྐུ་གདུང་དག་ནི་རྒྱས་འགྱུར་ལ། །མཆོད་རྟེན་སྟོང་ཕྲག་སྙེད་ཀྱིས་ཀུན་ཏུ་གང་། ། ||| “The relics of this victor will be abundant, Residing in thousands of stūpas.
སྐྱེས་བུ་དམ་པ་འོད་བཟང་སྐྱེ་བ་ཡི། །ཡུལ་ནི་འོད་ཀྱིས་ལེགས་པར་བརྒྱན་ཞེས་བྱ། ། ||| The holy being Sukhābha will be born In a place called Beautifully Adorned with Light.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་དཔག་ཚད། །ཉི་ཤུ་རྩ་གཉིས་ཡབ་ནི་མཐུ་ལྡན་ཡིན། །གཟི་བརྗིད་ཆེན་མོ་ཅན་ནི་རྒྱལ་བའི་ཡུམ། །སྲས་པོ་ཚངས་སྦྱིན་ཡུལ་ས་རིམ་གྲོ་པ། ། ||| “His family will be kṣatriya, And his light will extend twenty-two leagues. Powerful will be his father, and Possessor of Great Splendor will be this victor’s mother. Brahmā Gift will be his son and Land his attendant.
ཉི་མའི་འོད་ཅེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| “Sunlight will be the scholar
འཇིགས་པ་མེད་པའི་བློ་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Fearless Mind the one of miracles.
འདུས་པ་ལན་གྲངས་བདུན་ཅུ་ཀུན་ལ་ཡང་། །ཚངས་པར་སེམས་བཟང་ལྷ་ཡིས་མཆོད་འགྱུར་བ། །བྱེ་བ་ཕྲག་ནི་ཉི་ཤུ་བཞི་བཞི་ཡོད། ། ||| There will be seventy consecutive congregations, Each of them gathering two hundred forty million “Who are worshiped by fine gods of pure mind.
མི་ཚེ་ལོ་གྲངས་དག་ནི་བརྒྱད་ཁྲི་ཡིན། ། ||| The lifespan of humans will be eighty thousand years,
ཡོངས་སུ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག །ལོ་གྲངས་ཉི་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| And after this teacher has attained parinirvāṇa His sacred Dharma will remain for twenty thousand years.
རྒྱལ་བའི་སྐུ་གདུང་དག་ནི་རྒྱས་འགྱུར་ལ། །འཇིག་རྟེན་ཕན་ཕྱིར་རྒྱལ་བས་རྣམ་པར་བཀང་། ། ||| “The relics of this victor will be abundant, Victoriously filling the world for the benefit of its beings.
འཇིག་རྟེན་མཆོག་མ་ཤིན་ཏུ་ཐུགས་གཞུངས་པའི། །སྐྱེ་བའི་ཡུལ་ནི་བྱང་ཆུབ་ཚོགས་ཞེས་བྱ། ། ||| The one who is supreme in the world, Sumedhas, will be born In a place called Gatherings of Awakening.
རྒྱལ་བའི་རིགས་ནི་བྲམ་ཟེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་དགུ་ཡོད་ཡབ་ནི་གསལ་བ་ཡིན། །གཟི་བརྗིད་འོད་ལྡན་མ་ནི་རྒྱལ་བའི་ཡུམ། ། ||| “His family will be brahmin, And his light will extend nine leagues. Luminous will be his father, and Possessor of Radiant Splendor will be this victor’s mother.
སྲས་པོ་ཡུལ་སྡུག་ལེགས་མཐོང་རིམ་གྲོ་པ། ། ||| Delightful Land will be his son and Excellent Sight his attendant.
མི་སྙོམས་ཏོག་ནི་བློ་གྲོས་ཅན་ཡིན་ཏེ། ། ||| “Crest of Equanimous Eyes will be the one of intelligence
འཇིགས་པ་མེད་པའི་བློ་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Fearless Mind the one of miracles.
འདུས་པ་ལན་གྲངས་ཉི་ཤུ་དྲུག་ཀུན་ལའང་། །ཐམས་ཅད་ཟང་ཟིང་མེད་པའི་ཆོས་སྦྱིན་བྱེད། །བྱེ་བ་ཕྲག་ནི་ཉི་ཤུ་གཉིས་གཉིས་ཡོད། ། ||| There will be twenty-six consecutive congregations, Each of them gathering two hundred twenty million “Who grant the Dharma without concern for material things.
མི་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་ཉིས་སྟོང་ཡིན། ། ||| The lifespan of humans will be twenty-two thousand years,
དམ་ཆོས་ལོ་གྲངས་བདུན་ཁྲི་དྲུག་སྟོང་གནས། ། ||| And the sacred Dharma will remain for seventy-six thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །འཕང་སྲིད་དུ་ནི་དཔག་ཚད་བཞི་འཕགས་ལ། །གསེར་གྱི་རྒྱན་དག་གིས་ནི་འཁོར་བར་བསྐོར། ། ||| The relics of this victor will reside in a single stūpa “That is four leagues tall And studded with golden ornaments.
དེ་བཞིན་གཤེགས་པ་དོན་དགོངས་གཏི་མུག་བྲལ། །སྐྱེ་ཡུལ་རྣམ་པར་གྲོལ་བ་མཆོག་ཅེས་བྱ། ། ||| The thus-gone Vigata­mohārtha­cintin will be born In a place called Supreme Liberation.
རིགས་ནི་བྲམ་ཟེ་ཡིན་ཏེ་འོད་དཔག་ཚད། །སུམ་ཅུ་རྩ་གསུམ་ཡབ་ནི་ལེགས་བཟང་ཡིན། །བཟང་བྱེད་མ་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| “His family will be brahmin, And his light will extend thirty-three leagues. Fine Excellence will be his father, and Doer of Good will be this victor’s mother.
སྲས་པོ་བཟང་ལྡན་ཟླ་ལེགས་རིམ་གྲོ་པ། ། ||| Endowed with Excellence will be his son and Excellent Moon his attendant.
ཡོན་ཏན་གྲགས་པར་བྱེད་པ་བློ་ཅན་ཏེ། ། ||| “Spreading the Fame of Excellent Qualities will be the scholar
འཇིག་རྟེན་རྣམ་པར་སྣང་བྱེད་རྫུ་འཕྲུལ་ཅན། ། ||| And Destroyer of the Māras the one of miracles.
འདུས་པ་ལན་གྲངས་དགུ་བཅུ་གཅིག་ཀུན་ལའང་། །ཁུར་བོར་ཕ་རོལ་དག་ཏུ་ཕྱིན་པ་པོ། །བྱེ་བ་ཕྲག་ནི་དགུ་བཅུ་དགུ་དགུ་ཡོད། ། ||| There will be ninety-one consecutive congregations, Each of them gathering nine hundred ninety million of this able one’s worthy ones “Who have shed their loads and achieved perfection.
མི་ཚེ་ལོ་གྲངས་དགུ་ཁྲི་ཆིག་སྟོང་ཡིན། ། ||| The lifespan of humans will be ninety-one thousand years,
མྱ་ངན་འདས་པ་དེ་ཡི་དམ་ཆོས་དག ། ||| And the sacred Dharma of the one who attained nirvāṇa
ལོ་གྲངས་བདུན་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| Will remain for seventy thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །དཔག་ཚད་ལྔ་པ་ཀུན་ནས་ལེགས་པར་སྤྲས། ། ||| “The relics of this victor will reside in a single stūpa Five leagues large and beautifully decorated.
སངས་རྒྱས་དབྱངས་ཀྱི་ཡན་ལག་ཁྱད་འཕགས་ཀྱི། །སྐྱེ་ཡུལ་ཁྱད་འཕགས་སྣང་བར་བྱེད་ཅེས་བྱ། ། ||| The buddha Viśiṣṭa­svarāṅga will be born In a place called Superior Illumination.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་དཔག་ཚད། །བདུན་ཅུ་རྩ་གཉིས་ཡབ་ནི་ང་རོ་མཆོག །གདངས་མཆོག་མ་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། །ཁ་ལོ་སྒྱུར་སྲས་ཡིད་འཐད་རིམ་གྲོ་པ། ། ||| “His family will be kṣatriya, And his light will extend seventy-two leagues. Supreme Roar will be his father, and Supreme Tones will be this victor’s mother. Leader will be his son and Mind of Reason his attendant.
རབ་ཏུ་ཞི་བའི་ང་རོ་མཁས་པ་སྟེ། ། ||| “Pacifying Roar will be the scholar
དབྱངས་ཀྱི་ཡན་ལག་ཁྱད་འཕགས་རྫུ་འཕྲུལ་ཅན། ། ||| And Superior Aspects of Melody the one of miracles.
འདུས་པ་ལན་གྲངས་ཉི་ཤུ་དྲུག་ཀུན་ལའང་། །ལྟ་བ་བསལ་བ་གཏི་མུག་མེད་གྱུར་པ། །བྱེ་བ་ཕྲག་ནི་ཉི་ཤུ་རེ་རེ་ཡོད། ། ||| There will be twenty-six consecutive congregations, Each of them gathering two hundred million “Who have dispelled beliefs and are free from ignorance.
མི་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་བཞི་སྟོང་ཡིན། ། ||| The lifespan of humans will be twenty-four thousand years,
མྱ་ངན་འདས་པ་དེ་ཡི་དམ་ཆོས་དག །ལོ་གྲངས་བདུན་ཁྲིའི་བར་དུ་གནས་པར་འགྱུར། ། ||| And when this teacher has attained nirvāṇa His sacred Dharma will remain for seventy thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །དཔག་ཚད་བརྒྱད་པ་གསེར་གྱིས་མཛེས་པར་བྱས། ། ||| “The relics of this victor will reside in a single stūpa Eight leagues large and ornamented with gold.
རྒྱལ་བ་མཆོག་ཏུ་མཛེས་པར་གཤེགས་པ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་འཇིག་རྟེན་བསྔགས་ཞེས་བྱ། ། ||| The victor Laḍitāgragāmin will be born In a place called Praised in the World.
རྒྱལ་བའི་རིགས་ནི་བྲམ་ཟེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་བརྒྱ་ཡོད་ཡབ་ནི་ལྷ་བཟང་ཡིན། །ཆོས་ཀྱི་དབང་ཕྱུག་མ་ནི་རྒྱལ་བའི་ཡུམ། ། ||| “His family will be brahmin, And his light will extend one hundred leagues. Divine Excellence will be his father, and Lady Who Masters the Dharma will be this victor’s mother.
སྲས་པོ་ཐར་བྱེད་རྣམ་ཐར་རིམ་གྲོ་པ། ། ||| Liberator will be his son and Liberation his attendant.
ཡོན་ཏན་མཆོད་རྟེན་ཞེས་བྱ་མཁས་པ་སྟེ། ། ||| “Stūpa of Qualities will be the scholar
རྣམ་གྲོལ་གསལ་ཞེས་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Luminous Liberation the one of miracles.
འདུས་པ་ལན་གྲངས་ཉི་ཤུ་གསུམ་ཀུན་ལའང་། །དགྲ་བཅོམ་ཟླ་བ་ཉ་དང་འདྲ་བ་པོ། །དེ་དག་ཐེར་འབུམ་ཕྲག་ནི་གསུམ་གསུམ་ཡོད། ། ||| There will be twenty-three consecutive congregations, Each of them gathering three billion “Worthy ones who resemble the full moon.
མི་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་བཞི་སྟོང་ཡིན། ། ||| The lifespan of humans will be twenty-four thousand years,
མྱ་ངན་འདས་ནས་དམ་པའི་ཆོས་དག་ཀྱང་། །ལོ་གྲངས་ཉི་ཁྲི་དྲུག་སྟོང་བར་དུ་གནས། ། ||| And when this teacher has attained nirvāṇa His sacred Dharma will remain for twenty-six thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །གསེར་གྱི་བླ་རེ་རྒྱལ་མཚན་དག་གིས་བསྐོར། ། ||| “The relics of this victor will reside in a single stūpa Covered by golden canopies and encircled by banners.
འཇིག་རྟེན་མཆོག་མ་ཞི་དོན་སྐྱེ་བའི་ཡུལ། །རྣམ་པར་གདོན་མི་ཟ་བའི་དོན་ཞེས་བྱ། ། ||| The one who is supreme in the world, Śāntārtha, Will be born in a place called Meaning Beyond Doubt.
